ticker,title,content,published_date,source,sentiment_score
XOM,ExxonMobil Faces Challenges from Oil Price Outlook,ExxonMobil (XOM) faces headwinds from oil price outlook. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2020-01-24,Barron's,-0.38
SLB,"SLB Launches Drilling Technology, Shares Gain","SLB unveiled its new drilling technology at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with SLB's strategic growth priorities.",2020-01-24,Financial Times,0.43
NKE,Piper Sandler Increases Nike Price Target to $289,"Piper Sandler analyst increases Nike (NKE) price target to $289, citing improving fundamentals. The firm maintains a Buy rating on the stock.",2020-01-24,Business Insider,0.52
BA,Boeing Manufacturing Automation Launch Receives Mixed Reviews,"Boeing's new manufacturing automation received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2020-01-24,BBC Business,-0.05
TSLA,Jefferies Increases Tesla Price Target to $206,"Jefferies analyst increases Tesla (TSLA) price target to $206, citing AI tailwinds. The firm maintains a Outperform rating on the stock.",2020-01-27,MarketWatch,0.31
TSLA,Needham Increases Tesla Price Target to $385,"Needham analyst increases Tesla (TSLA) price target to $385, citing margin expansion. The firm maintains a Overweight rating on the stock.",2020-01-27,TheStreet,0.65
SQ,Block Shares Climb 4.9% on M&A Activity Picks Up,Block (SQ) shares climbed 4.9% following M&A activity picks up. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,TheStreet,0.48
SQ,Block Announces Organizational Restructuring,Block revealed plans to reorganize its business units to improve efficiency and accelerate growth. The restructuring will affect multiple divisions and is expected to generate cost savings.,2020-01-27,TheStreet,0.01
COIN,Coinbase Shares Surge 2.1% on Fed Signals Rate Pause,Coinbase (COIN) shares surgeed 2.1% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,The Motley Fool,0.38
BAC,Bank of America Shares Surge 4.2% on Inflation Cooling Faster Than Expected,Bank of America (BAC) shares surgeed 4.2% following inflation cooling faster than expected. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Yahoo Finance,0.39
MA,Mastercard Payment Solution Launch Receives Mixed Reviews,"Mastercard's new payment solution received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2020-01-27,TechCrunch,-0.28
C,"Citigroup Raises Dividend by 7%, Announces $13B Buyback",Citigroup increased its quarterly dividend by 7% and authorized a $13 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2020-01-27,CNBC,0.61
PFE,Pfizer Cuts Workforce by 8%,Pfizer announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2020-01-27,Business Insider,-0.39
TMO,Thermo Fisher Shares Surge 1.9% on Earnings Season Surprises To Upside,Thermo Fisher (TMO) shares surgeed 1.9% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Zacks,0.65
GILD,Gilead Sciences Shares Rally 1.7% on Earnings Season Surprises To Upside,Gilead Sciences (GILD) shares rallyed 1.7% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Financial Times,0.7
GILD,Gilead Sciences Shares Rally 1.5% on Institutional Investors Increase Equity Allocation,Gilead Sciences (GILD) shares rallyed 1.5% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Zacks,0.21
XOM,"ExxonMobil Reports Q1 Revenue of $106.8B, Beating Expectations","ExxonMobil announced Q1 2020 revenue of $106.8 billion, surpassing analyst estimates. The company reported earnings per share of $2.89, above consensus. Management raised full-year guidance citing strong demand.",2020-01-27,Yahoo Finance,0.75
CVX,Chevron Board Approves New Strategic Plan,"Chevron's board of directors approved a three-year strategic plan focusing on core business growth, margin improvement, and capital returns to shareholders.",2020-01-27,TheStreet,0.33
COP,"ConocoPhillips Reports Q1 Revenue of $103.5B, Beating Expectations","ConocoPhillips announced Q1 2020 revenue of $103.5 billion, surpassing analyst estimates. The company reported earnings per share of $10.76, above consensus. Management raised full-year guidance citing strong demand.",2020-01-27,Seeking Alpha,0.84
COP,"ConocoPhillips Raises Dividend by 6%, Announces $4B Buyback",ConocoPhillips increased its quarterly dividend by 6% and authorized a $4 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2020-01-27,Business Insider,0.42
HD,Home Depot Shares Rally 2.8% on Consumer Spending Surges,Home Depot (HD) shares rallyed 2.8% following consumer spending surges. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Forbes,0.66
SBUX,Starbucks Shares Climb 1.2% on Global Trade Optimism,Starbucks (SBUX) shares climbed 1.2% following global trade optimism. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,Seeking Alpha,0.55
BA,Boeing Faces Challenges from Automation Adoption,Boeing (BA) faces headwinds from automation adoption. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2020-01-27,TipRanks,-0.45
CAT,Caterpillar Cuts Workforce by 11%,Caterpillar announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2020-01-27,Bloomberg,-0.2
CAT,Caterpillar Shares Surge 4.5% on Inflation Cooling Faster Than Expected,Caterpillar (CAT) shares surgeed 4.5% following inflation cooling faster than expected. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,TipRanks,0.63
GE,GE Aerospace Shares Rally 1.3% on Fed Signals Rate Pause,GE Aerospace (GE) shares rallyed 1.3% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,CNBC,0.21
LMT,KeyBanc Increases Lockheed Martin Price Target to $90,"KeyBanc analyst increases Lockheed Martin (LMT) price target to $90, citing market share gains. The firm maintains a Overweight rating on the stock.",2020-01-27,Forbes,0.6
UPS,UPS Shares Surge 2.7% on M&A Activity Picks Up,UPS (UPS) shares surgeed 2.7% following M&A activity picks up. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-27,TipRanks,0.34
SNOW,Credit Suisse Reduces Snowflake Price Target to $162,"Credit Suisse analyst reduces Snowflake (SNOW) price target to $162, citing valuation concerns. The firm maintains a Hold rating on the stock.",2020-01-28,CNBC,-0.59
GILD,Gilead Sciences Shares Gain 4.0% on Market Breadth Improves,Gilead Sciences (GILD) shares gained 4.0% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-28,CNBC,0.44
GOOGL,Bank of America Increases Alphabet Price Target to $187,"Bank of America analyst increases Alphabet (GOOGL) price target to $187, citing accelerating revenue growth. The firm maintains a Buy rating on the stock.",2020-01-29,Barron's,0.47
NFLX,"Netflix Reports Q1 Revenue of $117.6B, Beating Expectations","Netflix announced Q1 2020 revenue of $117.6 billion, surpassing analyst estimates. The company reported earnings per share of $4.36, above consensus. Management raised full-year guidance citing strong demand.",2020-01-29,CNBC,0.45
BAC,Bank of America Shares Gain 4.4% on Fed Signals Rate Pause,Bank of America (BAC) shares gained 4.4% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-29,CNBC,0.65
ABBV,Wells Fargo Increases AbbVie Price Target to $300,"Wells Fargo analyst increases AbbVie (ABBV) price target to $300, citing AI tailwinds. The firm maintains a Overweight rating on the stock.",2020-01-29,Benzinga,0.66
GILD,Gilead Sciences Shares Surge 4.7% on Gdp Growth Beats Expectations,Gilead Sciences (GILD) shares surgeed 4.7% following GDP growth beats expectations. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-29,Bloomberg,0.61
CVX,"Chevron Reports Q1 Revenue of $75.5B, Beating Expectations","Chevron announced Q1 2020 revenue of $75.5 billion, surpassing analyst estimates. The company reported earnings per share of $2.75, above consensus. Management raised full-year guidance citing strong demand.",2020-01-29,TechCrunch,0.51
COP,"ConocoPhillips Reports Q1 Revenue of $91.8B, Beating Expectations","ConocoPhillips announced Q1 2020 revenue of $91.8 billion, surpassing analyst estimates. The company reported earnings per share of $1.79, above consensus. Management raised full-year guidance citing strong demand.",2020-01-29,TipRanks,0.8
MCD,Credit Suisse Cuts McDonald's Price Target to $376,"Credit Suisse analyst cuts McDonald's (MCD) price target to $376, citing macroeconomic uncertainty. The firm maintains a Underweight rating on the stock.",2020-01-29,TipRanks,-0.5
GE,"GE Aerospace Reports Q1 Revenue of $105.7B, Beating Expectations","GE Aerospace announced Q1 2020 revenue of $105.7 billion, surpassing analyst estimates. The company reported earnings per share of $2.32, above consensus. Management raised full-year guidance citing strong demand.",2020-01-29,CNBC,0.56
AMZN,"Amazon Reports Q1 Revenue of $10.7B, Beating Expectations","Amazon announced Q1 2020 revenue of $10.7 billion, surpassing analyst estimates. The company reported earnings per share of $4.96, above consensus. Management raised full-year guidance citing strong demand.",2020-01-30,MarketWatch,0.55
META,Meta Platforms CFO Announces Retirement,Meta Platforms's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2020-01-30,AP News,0.07
ADBE,"Adobe Reports Q1 Revenue of $115.4B, Beating Expectations","Adobe announced Q1 2020 revenue of $115.4 billion, surpassing analyst estimates. The company reported earnings per share of $11.93, above consensus. Management raised full-year guidance citing strong demand.",2020-01-30,Barron's,0.33
COIN,Coinbase Shares Surge 4.9% on Fed Signals Rate Pause,Coinbase (COIN) shares surgeed 4.9% following Fed signals rate pause. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2020-01-30,Reuters,0.27
COIN,Coinbase Software Update Launch Receives Mixed Reviews,"Coinbase's new software update received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2020-01-30,TechCrunch,-0.36
COIN,Coinbase Cuts Workforce by 14%,Coinbase announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2020-01-30,The Motley Fool,-0.52
